-44.222383,-2.531702
-44.210774,-2.520807
-44.209892,-2.520796
-44.209217,-2.52076
-44.208162,-2.520755
-44.207835,-2.521295
-44.207542,-2.521419
-44.207086,-2.520748
-44.2075,-2.520058
-44.206442,-2.520899
-44.20592,-2.52088
-44.204648,-2.521176
-44.203673,-2.521263
-44.20293,-2.521299
-44.202462,-2.520284
-44.210644,-2.520087
-44.209893,-2.52004
-44.209141,-2.520011
-44.208208,-2.520056
-44.211335,-2.518252
-44.211388,-2.517909
-44.211434,-2.517552
-44.211513,-2.517201
-44.21159,-2.51686
-44.211669,-2.516496
-44.211737,-2.516138
-44.211801,-2.515779
-44.211879,-2.51546
-44.211944,-2.515091
-44.211094,-2.514168
-44.210745,-2.514069
-44.210466,-2.514003
-44.210271,-2.512683
-44.210066,-2.5135
-44.210146,-2.513838
-44.209903,-2.5144
-44.2097716,-2.5147794
-44.209101,-2.518089
-44.209168,-2.517758
-44.209211,-2.517363
-44.209295,-2.516979
-44.209443,-2.516419
-44.209119,-2.515917
-44.209271,-2.515557
-44.209704,-2.515249
-44.219216,-2.498674
-44.219254,-2.497812
-44.219326,-2.496781
-44.219439,-2.4959
-44.219485,-2.494753
-44.219492,-2.494309
-44.21954,-2.493786
-44.219577,-2.493159
-44.219609,-2.492845
-44.219621,-2.492439
-44.219637,-2.49191
-44.219694,-2.491339
-44.219771,-2.490926
-44.219812,-2.490172
-44.21985,-2.489829
-44.219879,-2.489449
-44.219904,-2.48905
-44.219906,-2.488687
-44.219942,-2.488058
-44.220025,-2.487253
-44.220162,-2.485827
-44.220321,-2.49851
-44.220384,-2.497806
-44.220433,-2.497103
-44.220453,-2.496767
-44.220642,-2.496085
-44.220723,-2.495392
-44.220777,-2.494664
-44.22081,-2.493904
-44.220861,-2.493179
-44.220901,-2.492432
-44.220897,-2.491708
-44.220949,-2.491
-44.220893,-2.490247
-44.220922,-2.489779
-44.220983,-2.489202
-44.221024,-2.488566
-44.221094,-2.48755
-44.221142,-2.487001
-44.221178,-2.486256
-44.223812,-2.489818
-44.223617,-2.490549
-44.223463,-2.491269
-44.223362,-2.491685
-44.223156,-2.492542
-44.223001,-2.493229
-44.22292,-2.493572
-44.222774,-2.494186
-44.22275,-2.494925
-44.222752,-2.495342
-44.222686,-2.49602
-44.222631,-2.496763
-44.222632,-2.497174
-44.222579,-2.497908
-44.22254,-2.498616
-44.222488,-2.499281
-44.222272,-2.487066
-44.222182,-2.488248
-44.222122,-2.488917
-44.222074,-2.48945
-44.222025,-2.489956
-44.221957,-2.490767
-44.221924,-2.491434
-44.221864,-2.492161
-44.221788,-2.492901
-44.221772,-2.49344
-44.221706,-2.494009
-44.221641,-2.494902
-44.221633,-2.495472
-44.221598,-2.496291
-44.221575,-2.496961
-44.221477,-2.497646
-44.22146,-2.498714
-44.221448,-2.499108
-44.209945,-2.51835
-44.209598,-2.518275
-44.209196,-2.518195
-44.209431,-2.519154
-44.20981,-2.51917
-44.210449,-2.519168
-44.210549,-2.51893
-44.216747,-2.520479
-44.215598,-2.520884
-44.215531,-2.521454
-44.21497,-2.519979
-44.214988,-2.521027
-44.215593,-2.521688
-44.215532,-2.521441
-44.21499,-2.521055
-44.215031,-2.522585
-44.214354,-2.52141
-44.214365,-2.522023
-44.214357,-2.522008
-44.21503,-2.522583
-44.214989,-2.521032
-44.214991,-2.521066
-44.214987,-2.521031
-44.214989,-2.521016
-44.215032,-2.522583
-44.21545,-2.522931
-44.215596,-2.521748
-44.215497,-2.522947
-44.215495,-2.522948
-44.215439,-2.52292
-44.221145,-2.525904
-44.220667,-2.526391
-44.220069,-2.525954
-44.220472,-2.525566,
-44.219797,-2.525231
-44.219624,-2.525488
-44.221395,-2.525633
-44.220857,-2.525152
-44.223529,-2.527967
-44.223535,-2.527969
-44.223558,-2.528032
-44.22337,-2.529178
-44.22338,-2.529157
-44.222589,-2.528821
-44.222615,-2.528821
-44.222592,-2.528826
-44.222273,-2.528664
-44.222232,-2.528493
-44.22222,-2.528425
-44.222319,-2.528239
-44.222429,-2.527964
-44.222572,-2.527628
-44.222683,-2.527426
-44.222696,-2.527402
-44.222741,-2.527399
-44.223361,-2.527668
-44.223608,-2.527774
-44.223559,-2.52802
-44.223609,-2.527775
-44.223709,-2.527283
-44.22388,-2.526706
-44.223923,-2.526536
-44.223925,-2.526532
-44.223898,-2.526154
-44.223833,-2.526145
-44.222336,-2.528202
-44.22044,-2.525585
-44.220081,-2.525955
-44.220081,-2.525951
-44.221155,-2.525906
-44.221065,-2.525888
-44.220548,-2.526396
-44.220645,-2.526407
-44.221069,-2.52589
-44.221311,-2.525638
-44.221414,-2.525614
-44.221339,-2.525631
-44.220837,-2.525165
-44.220878,-2.525114
-44.22088,-2.525206
-44.220491,-2.525579
-44.22046,-2.525566
-44.220463,-2.525563
-44.220437,-2.52559
-44.220375,-2.524688
-44.220375,-2.524693
-44.220329,-2.524762
-44.219825,-2.525256
-44.219764,-2.525261
-44.219829,-2.525258
-44.219572,-2.525528
-44.219825,-2.52526
-44.219825,-2.525255
-44.220842,-2.525164
-44.220394,-2.524763
-44.220346,-2.524728
-44.219229,-2.522097
-44.222648,-2.523082
-44.22118,-2.523154
-44.220353,-2.524717
-44.2195,-2.524062
-44.21946,-2.524146
-44.221248,-2.523157
-44.221616,-2.523373
-44.222075,-2.523897
-44.222184,-2.523944
-44.222798,-2.523834
-44.222667,-2.523155
-44.222655,-2.523097
-44.222695,-2.523067
-44.219303,-2.521553
-44.218529,-2.521753
-44.218951,-2.52163
-44.217457,-2.522796
-44.218541,-2.521754
-44.218749,-2.52169
-44.218908,-2.521639
-44.218921,-2.521633
-44.219036,-2.521598
-44.21919,-2.521551
-44.219313,-2.521518
-44.219305,-2.521548
-44.218947,-2.521628
-44.218951,-2.521644
-44.218547,-2.521754
-44.218537,-2.52175
-44.218541,-2.521752
-44.222797,-2.523836
-44.222837,-2.524053
-44.222965,-2.524258
-44.223146,-2.524481
-44.223343,-2.524709
-44.223534,-2.525198
-44.223684,-2.52558
-44.22377,-2.525832
-44.223864,-2.526164
-44.218547,-2.521747
-44.218497,-2.521721
-44.218382,-2.521643
-44.218331,-2.521608
-44.218276,-2.521635
-44.21823,-2.521697
-44.218197,-2.521746
-44.218162,-2.521811
-44.218036,-2.521991
-44.217864,-2.522218
-44.217661,-2.522512
-44.217455,-2.522807
-44.217251,-2.52308
-44.217892,-2.522191
-44.217217,-2.522557
-44.217611,-2.521962
-44.217004,-2.522844
-44.217447,-2.522818
-44.217231,-2.523118
-44.217289,-2.521664
-44.216251,-2.52318
-44.21645,-2.521998
-44.216672,-2.522221
